,Start (s),End (s),Common name,Confidence,ID,Month,Day,Time,Latitude,Longitude,Elevation,Habitant,Elevation_type,Duration (s)
255,147.0,153.0,himalayan bluetail,0.8643,psh3,6,15,6,33.134408,76.45346,3818,1,high,6.0
256,198.0,204.0,himalayan bluetail,0.8212,psh3,6,15,6,33.134408,76.45346,3818,1,high,6.0
257,423.0,429.0,himalayan bluetail,0.8375,psh3,6,15,7,33.134408,76.45346,3818,1,high,6.0
258,69.0,75.0,himalayan bluetail,0.8013,psh3,6,16,5,33.134408,76.45346,3818,1,high,6.0
259,78.0,84.0,himalayan bluetail,0.8037,psh3,6,16,5,33.134408,76.45346,3818,1,high,6.0
260,102.0,108.0,himalayan bluetail,0.9611,psh3,6,16,5,33.134408,76.45346,3818,1,high,6.0
261,420.0,426.0,himalayan bluetail,0.9055,psh3,6,16,5,33.134408,76.45346,3818,1,high,6.0
262,747.0,753.0,himalayan bluetail,0.8549,psh3,6,16,5,33.134408,76.45346,3818,1,high,6.0
263,99.0,105.0,olive-backed pipit,0.8672,psh3,6,16,6,33.134408,76.45346,3818,1,high,6.0
264,303.0,309.0,variegated laughingthrush,0.9646,psh3,6,16,6,33.134408,76.45346,3818,1,high,6.0
265,330.0,336.0,variegated laughingthrush,0.9817,psh3,6,16,6,33.134408,76.45346,3818,1,high,6.0
266,339.0,345.0,variegated laughingthrush,0.9813,psh3,6,16,6,33.134408,76.45346,3818,1,high,6.0
267,420.0,426.0,variegated laughingthrush,0.9589,psh3,6,16,6,33.134408,76.45346,3818,1,high,6.0
268,423.0,429.0,olive-backed pipit,0.9225,psh3,6,16,6,33.134408,76.45346,3818,1,high,6.0
269,432.0,438.0,variegated laughingthrush,0.8431,psh3,6,16,6,33.134408,76.45346,3818,1,high,6.0
270,600.0,606.0,himalayan bluetail,0.9753,psh3,6,16,6,33.134408,76.45346,3818,1,high,6.0
271,627.0,633.0,himalayan bluetail,0.93,psh3,6,16,6,33.134408,76.45346,3818,1,high,6.0
272,15.0,21.0,himalayan bluetail,0.9315,psh3,6,16,7,33.134408,76.45346,3818,1,high,6.0
273,171.0,177.0,hume's warbler,0.9267,psh3,6,16,7,33.134408,76.45346,3818,1,high,6.0
274,480.0,486.0,hume's warbler,0.9967,psh3,6,16,7,33.134408,76.45346,3818,1,high,6.0
275,747.0,753.0,olive-backed pipit,0.9401,psh3,6,16,7,33.134408,76.45346,3818,1,high,6.0
276,78.0,84.0,himalayan bluetail,0.866,psh3,6,17,5,33.134408,76.45346,3818,1,high,6.0
277,516.0,522.0,hume's warbler,0.9795,psh3,6,17,5,33.134408,76.45346,3818,1,high,6.0
278,66.0,72.0,variegated laughingthrush,0.8718,psh3,6,17,6,33.134408,76.45346,3818,1,high,6.0
279,102.0,108.0,variegated laughingthrush,0.9654,psh3,6,17,6,33.134408,76.45346,3818,1,high,6.0
280,126.0,132.0,variegated laughingthrush,0.8961,psh3,6,17,6,33.134408,76.45346,3818,1,high,6.0
281,480.0,486.0,himalayan bluetail,0.8664,psh3,6,17,6,33.134408,76.45346,3818,1,high,6.0
282,495.0,501.0,himalayan bluetail,0.8475,psh3,6,17,6,33.134408,76.45346,3818,1,high,6.0
283,504.0,510.0,himalayan bluetail,0.8652,psh3,6,17,6,33.134408,76.45346,3818,1,high,6.0
284,522.0,531.0,himalayan bluetail,0.8611,psh3,6,17,6,33.134408,76.45346,3818,1,high,9.0
285,582.0,588.0,himalayan bluetail,0.9878,psh3,6,17,6,33.134408,76.45346,3818,1,high,6.0
286,591.0,600.0,himalayan bluetail,0.9951,psh3,6,17,6,33.134408,76.45346,3818,1,high,9.0
287,621.0,627.0,himalayan bluetail,0.9329,psh3,6,17,6,33.134408,76.45346,3818,1,high,6.0
288,669.0,675.0,himalayan bluetail,0.8824,psh3,6,17,6,33.134408,76.45346,3818,1,high,6.0
289,729.0,735.0,variegated laughingthrush,0.8667,psh3,6,17,6,33.134408,76.45346,3818,1,high,6.0
290,102.0,108.0,hume's warbler,0.8858,psh3,6,17,7,33.134408,76.45346,3818,1,high,6.0
291,585.0,591.0,himalayan bluetail,0.9282,psh3,6,17,7,33.134408,76.45346,3818,1,high,6.0
292,30.0,36.0,himalayan bluetail,0.9046,psh3,6,18,5,33.134408,76.45346,3818,1,high,6.0
293,54.0,60.0,himalayan bluetail,0.8156,psh3,6,18,5,33.134408,76.45346,3818,1,high,6.0
294,63.0,69.0,himalayan bluetail,0.893,psh3,6,18,5,33.134408,76.45346,3818,1,high,6.0
295,72.0,78.0,himalayan bluetail,0.8948,psh3,6,18,5,33.134408,76.45346,3818,1,high,6.0
296,81.0,87.0,himalayan bluetail,0.9743,psh3,6,18,5,33.134408,76.45346,3818,1,high,6.0
297,93.0,99.0,himalayan bluetail,0.8234,psh3,6,18,5,33.134408,76.45346,3818,1,high,6.0
298,102.0,108.0,himalayan bluetail,0.9887,psh3,6,18,5,33.134408,76.45346,3818,1,high,6.0
299,144.0,150.0,himalayan bluetail,0.8375,psh3,6,18,5,33.134408,76.45346,3818,1,high,6.0
300,171.0,177.0,himalayan bluetail,0.8272,psh3,6,18,5,33.134408,76.45346,3818,1,high,6.0
301,195.0,201.0,hume's warbler,0.9517,psh3,6,18,5,33.134408,76.45346,3818,1,high,6.0
302,318.0,324.0,himalayan bluetail,0.8894,psh3,6,18,5,33.134408,76.45346,3818,1,high,6.0
303,351.0,357.0,himalayan bluetail,0.954,psh3,6,18,5,33.134408,76.45346,3818,1,high,6.0
304,510.0,516.0,hume's warbler,0.9838,psh3,6,18,5,33.134408,76.45346,3818,1,high,6.0
305,519.0,528.0,hume's warbler,0.9405,psh3,6,18,5,33.134408,76.45346,3818,1,high,9.0
306,531.0,540.0,hume's warbler,0.997,psh3,6,18,5,33.134408,76.45346,3818,1,high,9.0
307,591.0,597.0,hume's warbler,0.9562,psh3,6,18,5,33.134408,76.45346,3818,1,high,6.0
308,678.0,684.0,hume's warbler,0.8921,psh3,6,18,5,33.134408,76.45346,3818,1,high,6.0
309,690.0,699.0,hume's warbler,0.8971,psh3,6,18,5,33.134408,76.45346,3818,1,high,9.0
310,708.0,714.0,hume's warbler,0.9997,psh3,6,18,5,33.134408,76.45346,3818,1,high,6.0
311,753.0,759.0,himalayan bluetail,0.8902,psh3,6,18,5,33.134408,76.45346,3818,1,high,6.0
312,807.0,813.0,hume's warbler,0.9254,psh3,6,18,5,33.134408,76.45346,3818,1,high,6.0
313,303.0,309.0,himalayan bluetail,0.9877,psh3,6,18,6,33.134408,76.45346,3818,1,high,6.0
314,564.0,570.0,himalayan bluetail,0.9874,psh3,6,18,6,33.134408,76.45346,3818,1,high,6.0
315,591.0,603.0,himalayan bluetail,0.8248,psh3,6,18,6,33.134408,76.45346,3818,1,high,12.0
316,24.0,30.0,hume's warbler,0.9498,psh3,6,18,7,33.134408,76.45346,3818,1,high,6.0
317,117.0,123.0,hume's warbler,0.9454,psh3,6,18,7,33.134408,76.45346,3818,1,high,6.0
318,768.0,774.0,hume's warbler,0.9995,psh3,6,19,6,33.134408,76.45346,3818,1,high,6.0
319,780.0,786.0,hume's warbler,0.9651,psh3,6,19,6,33.134408,76.45346,3818,1,high,6.0
320,177.0,183.0,hume's warbler,0.8054,psh3,6,20,5,33.134408,76.45346,3818,1,high,6.0
321,258.0,270.0,hume's warbler,0.9708,psh3,6,20,5,33.134408,76.45346,3818,1,high,12.0
322,159.0,165.0,hume's warbler,0.8688,psh3,6,20,6,33.134408,76.45346,3818,1,high,6.0
323,741.0,747.0,variegated laughingthrush,0.9911,psh3,6,21,6,33.134408,76.45346,3818,1,high,6.0
324,765.0,771.0,variegated laughingthrush,0.9158,psh3,6,21,6,33.134408,76.45346,3818,1,high,6.0
325,774.0,780.0,variegated laughingthrush,0.9701,psh3,6,21,6,33.134408,76.45346,3818,1,high,6.0
326,840.0,846.0,himalayan bluetail,0.8799,psh3,6,22,5,33.134408,76.45346,3818,1,high,6.0
327,888.0,897.0,himalayan bluetail,0.9206,psh3,6,22,5,33.134408,76.45346,3818,1,high,9.0
328,192.0,198.0,hume's warbler,0.8726,psh3,6,22,7,33.134408,76.45346,3818,1,high,6.0
329,816.0,822.0,variegated laughingthrush,0.9043,psh3,6,23,6,33.134408,76.45346,3818,1,high,6.0
330,876.0,882.0,variegated laughingthrush,0.8749,psh3,6,23,6,33.134408,76.45346,3818,1,high,6.0
331,876.0,882.0,greenish warbler,0.8437,psh3,6,23,7,33.134408,76.45346,3818,1,high,6.0
332,555.0,561.0,hume's warbler,0.8546,psh3,6,24,5,33.134408,76.45346,3818,1,high,6.0
333,651.0,657.0,hume's warbler,0.9601,psh3,6,24,5,33.134408,76.45346,3818,1,high,6.0
334,72.0,78.0,variegated laughingthrush,0.9452,psh3,6,24,7,33.134408,76.45346,3818,1,high,6.0
335,291.0,297.0,hume's warbler,0.9569,psh3,6,25,6,33.134408,76.45346,3818,1,high,6.0
336,330.0,342.0,hume's warbler,0.8628,psh3,6,25,6,33.134408,76.45346,3818,1,high,12.0
337,393.0,399.0,variegated laughingthrush,0.8025,psh3,6,25,6,33.134408,76.45346,3818,1,high,6.0
338,198.0,207.0,hume's warbler,0.923,psh3,6,26,6,33.134408,76.45346,3818,1,high,9.0
339,210.0,225.0,hume's warbler,0.919,psh3,6,26,6,33.134408,76.45346,3818,1,high,15.0
340,633.0,639.0,himalayan monal,0.9314,psh3,6,26,6,33.134408,76.45346,3818,1,high,6.0
341,876.0,885.0,greenish warbler,0.9054,psh3,6,26,6,33.134408,76.45346,3818,1,high,9.0
342,117.0,123.0,hume's warbler,0.9693,psh3,6,26,7,33.134408,76.45346,3818,1,high,6.0
343,360.0,366.0,hume's warbler,0.9524,psh3,6,26,7,33.134408,76.45346,3818,1,high,6.0
344,516.0,522.0,hume's warbler,0.8727,psh3,6,26,7,33.134408,76.45346,3818,1,high,6.0
345,585.0,591.0,variegated laughingthrush,0.8431,psh3,6,26,7,33.134408,76.45346,3818,1,high,6.0
346,90.0,96.0,hume's warbler,0.9927,psh3,6,27,6,33.134408,76.45346,3818,1,high,6.0
347,108.0,114.0,variegated laughingthrush,0.8545,psh3,6,27,6,33.134408,76.45346,3818,1,high,6.0
348,138.0,186.0,hume's warbler,0.943,psh3,6,27,7,33.134408,76.45346,3818,1,high,48.0
349,192.0,198.0,hume's warbler,0.9208,psh3,6,27,7,33.134408,76.45346,3818,1,high,6.0
350,201.0,210.0,hume's warbler,0.8283,psh3,6,27,7,33.134408,76.45346,3818,1,high,9.0
351,216.0,225.0,hume's warbler,0.9517,psh3,6,27,7,33.134408,76.45346,3818,1,high,9.0
352,228.0,240.0,hume's warbler,0.9053,psh3,6,27,7,33.134408,76.45346,3818,1,high,12.0
353,351.0,357.0,hume's warbler,0.9123,psh3,6,27,7,33.134408,76.45346,3818,1,high,6.0
354,372.0,378.0,hume's warbler,0.9873,psh3,6,27,7,33.134408,76.45346,3818,1,high,6.0
355,669.0,678.0,hume's warbler,0.8678,psh3,6,27,7,33.134408,76.45346,3818,1,high,9.0
356,48.0,54.0,hume's warbler,0.943,psh3,6,28,6,33.134408,76.45346,3818,1,high,6.0
357,57.0,69.0,hume's warbler,0.9303,psh3,6,28,6,33.134408,76.45346,3818,1,high,12.0
358,486.0,519.0,hume's warbler,0.9546,psh3,6,29,6,33.134408,76.45346,3818,1,high,33.0
359,525.0,546.0,hume's warbler,0.9868,psh3,6,29,6,33.134408,76.45346,3818,1,high,21.0
360,105.0,111.0,variegated laughingthrush,0.9677,psh3,7,1,6,33.134408,76.45346,3818,1,high,6.0
361,117.0,123.0,variegated laughingthrush,0.9923,psh3,7,1,6,33.134408,76.45346,3818,1,high,6.0
362,129.0,141.0,variegated laughingthrush,0.8744,psh3,7,1,6,33.134408,76.45346,3818,1,high,12.0
363,144.0,153.0,variegated laughingthrush,0.9586,psh3,7,1,6,33.134408,76.45346,3818,1,high,9.0
364,261.0,267.0,variegated laughingthrush,0.8801,psh3,7,1,6,33.134408,76.45346,3818,1,high,6.0
365,270.0,276.0,variegated laughingthrush,0.8824,psh3,7,1,6,33.134408,76.45346,3818,1,high,6.0
366,402.0,408.0,variegated laughingthrush,0.9523,psh3,7,1,6,33.134408,76.45346,3818,1,high,6.0
367,579.0,585.0,variegated laughingthrush,0.8436,psh3,7,1,6,33.134408,76.45346,3818,1,high,6.0
368,75.0,81.0,hume's warbler,0.982,psh3,7,2,7,33.134408,76.45346,3818,1,high,6.0
369,576.0,582.0,common rosefinch,0.8513,psh3,7,3,6,33.134408,76.45346,3818,1,high,6.0
370,864.0,900.0,hume's warbler,0.9533,psh3,7,3,6,33.134408,76.45346,3818,1,high,36.0
371,246.0,261.0,red-billed chough,0.9821,psh3,7,3,7,33.134408,76.45346,3818,1,high,15.0
372,291.0,303.0,red-billed chough,0.9478,psh3,7,3,7,33.134408,76.45346,3818,1,high,12.0
373,579.0,585.0,hume's warbler,0.9637,psh3,7,5,7,33.134408,76.45346,3818,1,high,6.0
374,78.0,84.0,greenish warbler,0.9091,psh3,7,6,7,33.134408,76.45346,3818,1,high,6.0
375,363.0,372.0,hume's warbler,0.8183,psh3,7,7,5,33.134408,76.45346,3818,1,high,9.0
376,384.0,390.0,hume's warbler,0.8427,psh3,7,7,5,33.134408,76.45346,3818,1,high,6.0
377,774.0,783.0,hume's warbler,0.8879,psh3,7,7,5,33.134408,76.45346,3818,1,high,9.0
378,873.0,879.0,hume's warbler,0.9206,psh3,7,7,5,33.134408,76.45346,3818,1,high,6.0
379,570.0,576.0,hume's warbler,0.9691,psh3,7,7,7,33.134408,76.45346,3818,1,high,6.0
380,831.0,843.0,buff-barred warbler,0.9637,psh3,7,7,7,33.134408,76.45346,3818,1,high,12.0
381,852.0,861.0,buff-barred warbler,0.8215,psh3,7,7,7,33.134408,76.45346,3818,1,high,9.0
382,366.0,372.0,hume's warbler,0.9588,psh3,7,8,7,33.134408,76.45346,3818,1,high,6.0
383,375.0,387.0,hume's warbler,0.9569,psh3,7,8,7,33.134408,76.45346,3818,1,high,12.0
384,402.0,408.0,greenish warbler,0.933,psh3,7,8,7,33.134408,76.45346,3818,1,high,6.0
385,666.0,672.0,variegated laughingthrush,0.9492,psh3,7,10,6,33.134408,76.45346,3818,1,high,6.0
386,678.0,684.0,variegated laughingthrush,0.9233,psh3,7,10,6,33.134408,76.45346,3818,1,high,6.0
387,687.0,699.0,variegated laughingthrush,0.967,psh3,7,10,6,33.134408,76.45346,3818,1,high,12.0
388,708.0,714.0,variegated laughingthrush,0.973,psh3,7,10,6,33.134408,76.45346,3818,1,high,6.0
389,756.0,762.0,variegated laughingthrush,0.9813,psh3,7,10,6,33.134408,76.45346,3818,1,high,6.0
390,789.0,795.0,variegated laughingthrush,0.9017,psh3,7,10,6,33.134408,76.45346,3818,1,high,6.0
391,831.0,837.0,variegated laughingthrush,0.8525,psh3,7,10,6,33.134408,76.45346,3818,1,high,6.0
392,849.0,855.0,variegated laughingthrush,0.9865,psh3,7,10,6,33.134408,76.45346,3818,1,high,6.0
393,69.0,75.0,variegated laughingthrush,0.9219,psh3,7,10,7,33.134408,76.45346,3818,1,high,6.0
394,78.0,84.0,variegated laughingthrush,0.8526,psh3,7,10,7,33.134408,76.45346,3818,1,high,6.0
395,96.0,111.0,variegated laughingthrush,0.8864,psh3,7,10,7,33.134408,76.45346,3818,1,high,15.0
396,303.0,309.0,variegated laughingthrush,0.9593,psh3,7,10,7,33.134408,76.45346,3818,1,high,6.0
397,315.0,321.0,variegated laughingthrush,0.9477,psh3,7,10,7,33.134408,76.45346,3818,1,high,6.0
398,501.0,510.0,variegated laughingthrush,0.9637,psh3,7,10,7,33.134408,76.45346,3818,1,high,9.0
399,591.0,600.0,variegated laughingthrush,0.8371,psh3,7,10,7,33.134408,76.45346,3818,1,high,9.0
400,738.0,744.0,variegated laughingthrush,0.9532,psh3,7,10,7,33.134408,76.45346,3818,1,high,6.0
401,771.0,777.0,variegated laughingthrush,0.9678,psh3,7,10,7,33.134408,76.45346,3818,1,high,6.0
402,807.0,813.0,variegated laughingthrush,0.9622,psh3,7,10,7,33.134408,76.45346,3818,1,high,6.0
403,822.0,831.0,variegated laughingthrush,0.9886,psh3,7,10,7,33.134408,76.45346,3818,1,high,9.0
404,843.0,852.0,variegated laughingthrush,0.9709,psh3,7,10,7,33.134408,76.45346,3818,1,high,9.0
405,864.0,870.0,variegated laughingthrush,0.843,psh3,7,10,7,33.134408,76.45346,3818,1,high,6.0
406,879.0,885.0,variegated laughingthrush,0.8425,psh3,7,10,7,33.134408,76.45346,3818,1,high,6.0
407,807.0,813.0,variegated laughingthrush,0.9137,psh3,7,12,5,33.134408,76.45346,3818,1,high,6.0
408,819.0,825.0,variegated laughingthrush,0.8016,psh3,7,12,5,33.134408,76.45346,3818,1,high,6.0
409,108.0,114.0,variegated laughingthrush,0.9557,psh3,7,12,6,33.134408,76.45346,3818,1,high,6.0
410,117.0,123.0,variegated laughingthrush,0.9992,psh3,7,12,6,33.134408,76.45346,3818,1,high,6.0
411,126.0,138.0,variegated laughingthrush,0.9997,psh3,7,12,6,33.134408,76.45346,3818,1,high,12.0
412,141.0,159.0,variegated laughingthrush,0.9987,psh3,7,12,6,33.134408,76.45346,3818,1,high,18.0
413,168.0,174.0,variegated laughingthrush,0.9996,psh3,7,12,6,33.134408,76.45346,3818,1,high,6.0
414,177.0,186.0,variegated laughingthrush,0.9996,psh3,7,12,6,33.134408,76.45346,3818,1,high,9.0
415,189.0,198.0,variegated laughingthrush,0.9996,psh3,7,12,6,33.134408,76.45346,3818,1,high,9.0
416,201.0,207.0,variegated laughingthrush,0.9974,psh3,7,12,6,33.134408,76.45346,3818,1,high,6.0
417,210.0,216.0,variegated laughingthrush,0.9993,psh3,7,12,6,33.134408,76.45346,3818,1,high,6.0
418,219.0,228.0,variegated laughingthrush,0.9996,psh3,7,12,6,33.134408,76.45346,3818,1,high,9.0
419,240.0,246.0,variegated laughingthrush,0.9928,psh3,7,12,6,33.134408,76.45346,3818,1,high,6.0
420,372.0,378.0,variegated laughingthrush,0.9983,psh3,7,12,6,33.134408,76.45346,3818,1,high,6.0
421,453.0,459.0,variegated laughingthrush,0.9069,psh3,7,12,6,33.134408,76.45346,3818,1,high,6.0
422,471.0,477.0,variegated laughingthrush,0.9674,psh3,7,12,6,33.134408,76.45346,3818,1,high,6.0
423,483.0,495.0,variegated laughingthrush,0.9475,psh3,7,12,6,33.134408,76.45346,3818,1,high,12.0
424,498.0,510.0,variegated laughingthrush,0.9247,psh3,7,12,6,33.134408,76.45346,3818,1,high,12.0
425,513.0,522.0,variegated laughingthrush,0.9959,psh3,7,12,6,33.134408,76.45346,3818,1,high,9.0
426,525.0,531.0,variegated laughingthrush,0.9384,psh3,7,12,6,33.134408,76.45346,3818,1,high,6.0
427,534.0,540.0,variegated laughingthrush,0.8898,psh3,7,12,6,33.134408,76.45346,3818,1,high,6.0
428,543.0,552.0,variegated laughingthrush,0.9181,psh3,7,12,6,33.134408,76.45346,3818,1,high,9.0
429,573.0,579.0,variegated laughingthrush,0.8831,psh3,7,12,6,33.134408,76.45346,3818,1,high,6.0
430,582.0,591.0,variegated laughingthrush,0.9962,psh3,7,12,6,33.134408,76.45346,3818,1,high,9.0
431,669.0,675.0,variegated laughingthrush,0.8767,psh3,7,12,6,33.134408,76.45346,3818,1,high,6.0
432,717.0,726.0,variegated laughingthrush,0.9481,psh3,7,12,6,33.134408,76.45346,3818,1,high,9.0
433,774.0,792.0,variegated laughingthrush,0.802,psh3,7,12,6,33.134408,76.45346,3818,1,high,18.0
434,843.0,852.0,variegated laughingthrush,0.9925,psh3,7,12,6,33.134408,76.45346,3818,1,high,9.0
435,855.0,867.0,variegated laughingthrush,0.9831,psh3,7,12,6,33.134408,76.45346,3818,1,high,12.0
436,876.0,885.0,variegated laughingthrush,0.9214,psh3,7,12,6,33.134408,76.45346,3818,1,high,9.0
437,327.0,333.0,variegated laughingthrush,0.8889,psh3,7,12,7,33.134408,76.45346,3818,1,high,6.0
438,441.0,447.0,variegated laughingthrush,0.8366,psh3,7,12,7,33.134408,76.45346,3818,1,high,6.0
439,657.0,663.0,variegated laughingthrush,0.9663,psh3,7,12,7,33.134408,76.45346,3818,1,high,6.0
440,57.0,63.0,variegated laughingthrush,0.9704,psh3,7,13,6,33.134408,76.45346,3818,1,high,6.0
441,156.0,162.0,variegated laughingthrush,0.9465,psh3,7,13,7,33.134408,76.45346,3818,1,high,6.0
442,165.0,171.0,variegated laughingthrush,0.9441,psh3,7,13,7,33.134408,76.45346,3818,1,high,6.0
443,177.0,186.0,variegated laughingthrush,0.8904,psh3,7,13,7,33.134408,76.45346,3818,1,high,9.0
444,201.0,213.0,variegated laughingthrush,0.9217,psh3,7,13,7,33.134408,76.45346,3818,1,high,12.0
445,216.0,237.0,variegated laughingthrush,0.9497,psh3,7,13,7,33.134408,76.45346,3818,1,high,21.0
446,240.0,246.0,variegated laughingthrush,0.9693,psh3,7,13,7,33.134408,76.45346,3818,1,high,6.0
447,249.0,255.0,variegated laughingthrush,0.8885,psh3,7,13,7,33.134408,76.45346,3818,1,high,6.0
448,258.0,279.0,variegated laughingthrush,0.8017,psh3,7,13,7,33.134408,76.45346,3818,1,high,21.0
449,282.0,288.0,variegated laughingthrush,0.8188,psh3,7,13,7,33.134408,76.45346,3818,1,high,6.0
450,291.0,300.0,variegated laughingthrush,0.8484,psh3,7,13,7,33.134408,76.45346,3818,1,high,9.0
451,303.0,312.0,variegated laughingthrush,0.8834,psh3,7,13,7,33.134408,76.45346,3818,1,high,9.0
452,315.0,327.0,variegated laughingthrush,0.806,psh3,7,13,7,33.134408,76.45346,3818,1,high,12.0
453,336.0,342.0,variegated laughingthrush,0.9761,psh3,7,13,7,33.134408,76.45346,3818,1,high,6.0
454,345.0,360.0,variegated laughingthrush,0.9013,psh3,7,13,7,33.134408,76.45346,3818,1,high,15.0
455,363.0,372.0,variegated laughingthrush,0.9671,psh3,7,13,7,33.134408,76.45346,3818,1,high,9.0
456,375.0,384.0,variegated laughingthrush,0.8554,psh3,7,13,7,33.134408,76.45346,3818,1,high,9.0
457,390.0,414.0,variegated laughingthrush,0.9066,psh3,7,13,7,33.134408,76.45346,3818,1,high,24.0
458,423.0,429.0,variegated laughingthrush,0.9949,psh3,7,13,7,33.134408,76.45346,3818,1,high,6.0
459,432.0,444.0,variegated laughingthrush,0.8263,psh3,7,13,7,33.134408,76.45346,3818,1,high,12.0
460,459.0,465.0,variegated laughingthrush,0.9644,psh3,7,13,7,33.134408,76.45346,3818,1,high,6.0
461,468.0,477.0,variegated laughingthrush,0.9083,psh3,7,13,7,33.134408,76.45346,3818,1,high,9.0
462,495.0,528.0,variegated laughingthrush,0.9381,psh3,7,13,7,33.134408,76.45346,3818,1,high,33.0
463,531.0,543.0,variegated laughingthrush,0.9907,psh3,7,13,7,33.134408,76.45346,3818,1,high,12.0
464,546.0,561.0,variegated laughingthrush,0.9904,psh3,7,13,7,33.134408,76.45346,3818,1,high,15.0
465,567.0,573.0,variegated laughingthrush,0.9577,psh3,7,13,7,33.134408,76.45346,3818,1,high,6.0
466,576.0,582.0,variegated laughingthrush,0.9927,psh3,7,13,7,33.134408,76.45346,3818,1,high,6.0
467,591.0,603.0,variegated laughingthrush,0.9069,psh3,7,13,7,33.134408,76.45346,3818,1,high,12.0
468,606.0,612.0,variegated laughingthrush,0.9844,psh3,7,13,7,33.134408,76.45346,3818,1,high,6.0
469,621.0,633.0,variegated laughingthrush,0.9538,psh3,7,13,7,33.134408,76.45346,3818,1,high,12.0
470,645.0,651.0,variegated laughingthrush,0.9814,psh3,7,13,7,33.134408,76.45346,3818,1,high,6.0
471,654.0,663.0,variegated laughingthrush,0.867,psh3,7,13,7,33.134408,76.45346,3818,1,high,9.0
472,666.0,672.0,variegated laughingthrush,0.9759,psh3,7,13,7,33.134408,76.45346,3818,1,high,6.0
473,675.0,705.0,variegated laughingthrush,0.9665,psh3,7,13,7,33.134408,76.45346,3818,1,high,30.0
474,708.0,735.0,variegated laughingthrush,0.9754,psh3,7,13,7,33.134408,76.45346,3818,1,high,27.0
475,738.0,795.0,variegated laughingthrush,0.9966,psh3,7,13,7,33.134408,76.45346,3818,1,high,57.0
476,798.0,816.0,variegated laughingthrush,0.8715,psh3,7,13,7,33.134408,76.45346,3818,1,high,18.0
477,819.0,831.0,variegated laughingthrush,0.9012,psh3,7,13,7,33.134408,76.45346,3818,1,high,12.0
478,834.0,840.0,variegated laughingthrush,0.9881,psh3,7,13,7,33.134408,76.45346,3818,1,high,6.0
479,849.0,864.0,variegated laughingthrush,0.9789,psh3,7,13,7,33.134408,76.45346,3818,1,high,15.0
480,867.0,873.0,variegated laughingthrush,0.9499,psh3,7,13,7,33.134408,76.45346,3818,1,high,6.0
481,885.0,900.0,variegated laughingthrush,0.9981,psh3,7,13,7,33.134408,76.45346,3818,1,high,15.0
482,312.0,318.0,variegated laughingthrush,0.868,psh3,7,14,7,33.134408,76.45346,3818,1,high,6.0
483,342.0,348.0,hume's warbler,0.8471,psh3,7,15,6,33.134408,76.45346,3818,1,high,6.0
484,843.0,852.0,variegated laughingthrush,0.9998,psh3,7,15,6,33.134408,76.45346,3818,1,high,9.0
485,867.0,873.0,variegated laughingthrush,0.9974,psh3,7,15,6,33.134408,76.45346,3818,1,high,6.0
486,876.0,888.0,variegated laughingthrush,0.9996,psh3,7,15,6,33.134408,76.45346,3818,1,high,12.0
487,891.0,900.0,variegated laughingthrush,0.999,psh3,7,15,6,33.134408,76.45346,3818,1,high,9.0
488,867.0,873.0,greenish warbler,0.9132,psh3,7,17,6,33.134408,76.45346,3818,1,high,6.0
489,765.0,771.0,variegated laughingthrush,0.9925,psh3,7,17,7,33.134408,76.45346,3818,1,high,6.0
490,774.0,780.0,variegated laughingthrush,0.9843,psh3,7,17,7,33.134408,76.45346,3818,1,high,6.0
491,804.0,810.0,variegated laughingthrush,0.9848,psh3,7,17,7,33.134408,76.45346,3818,1,high,6.0
492,696.0,702.0,variegated laughingthrush,0.8987,psh3,7,21,6,33.134408,76.45346,3818,1,high,6.0
493,714.0,720.0,variegated laughingthrush,0.8536,psh3,7,21,7,33.134408,76.45346,3818,1,high,6.0
494,798.0,804.0,variegated laughingthrush,0.8469,psh3,7,21,7,33.134408,76.45346,3818,1,high,6.0
495,15.0,21.0,hume's warbler,0.8945,psh3,7,22,6,33.134408,76.45346,3818,1,high,6.0
496,546.0,552.0,variegated laughingthrush,0.9132,psh4,6,3,5,33.136593,76.45369,3686,1,high,6.0
497,165.0,171.0,hume's warbler,0.8239,psh4,6,3,6,33.136593,76.45369,3686,1,high,6.0
498,804.0,813.0,variegated laughingthrush,0.9119,psh4,6,3,6,33.136593,76.45369,3686,1,high,9.0
