Start (s),End (s),Common name,Confidence,ID,Month,Day,Time,Latitude,Longitude,Elevation,Habitant,Elevation_type
3.0,6.0,variegated laughingthrush,0.5709,psm6,6,20,6,33.138611,76.456056,3570,1,medium
9.0,12.0,variegated laughingthrush,0.5237,psm6,6,20,6,33.138611,76.456056,3570,1,medium
45.0,48.0,variegated laughingthrush,0.733,psm6,6,20,6,33.138611,76.456056,3570,1,medium
51.0,54.0,variegated laughingthrush,0.8382,psm6,6,20,6,33.138611,76.456056,3570,1,medium
54.0,57.0,variegated laughingthrush,0.7317,psm6,6,20,6,33.138611,76.456056,3570,1,medium
60.0,63.0,variegated laughingthrush,0.8949,psm6,6,20,6,33.138611,76.456056,3570,1,medium
63.0,66.0,variegated laughingthrush,0.9216,psm6,6,20,6,33.138611,76.456056,3570,1,medium
66.0,69.0,variegated laughingthrush,0.9205,psm6,6,20,6,33.138611,76.456056,3570,1,medium
69.0,72.0,variegated laughingthrush,0.8466,psm6,6,20,6,33.138611,76.456056,3570,1,medium
75.0,78.0,variegated laughingthrush,0.9007,psm6,6,20,6,33.138611,76.456056,3570,1,medium
78.0,81.0,variegated laughingthrush,0.6997,psm6,6,20,6,33.138611,76.456056,3570,1,medium
237.0,240.0,himalayan bluetail,0.5767,psm6,6,20,6,33.138611,76.456056,3570,1,medium
243.0,246.0,himalayan bluetail,0.7027,psm6,6,20,6,33.138611,76.456056,3570,1,medium
261.0,264.0,himalayan bluetail,0.946,psm6,6,20,6,33.138611,76.456056,3570,1,medium
291.0,294.0,himalayan bluetail,0.5815,psm6,6,20,6,33.138611,76.456056,3570,1,medium
480.0,483.0,variegated laughingthrush,0.8789,psm6,6,20,6,33.138611,76.456056,3570,1,medium
489.0,492.0,variegated laughingthrush,0.6037,psm6,6,20,6,33.138611,76.456056,3570,1,medium
495.0,498.0,variegated laughingthrush,0.5878,psm6,6,20,6,33.138611,76.456056,3570,1,medium
501.0,504.0,variegated laughingthrush,0.8969,psm6,6,20,6,33.138611,76.456056,3570,1,medium
510.0,513.0,variegated laughingthrush,0.5523,psm6,6,20,6,33.138611,76.456056,3570,1,medium
543.0,546.0,variegated laughingthrush,0.524,psm6,6,20,6,33.138611,76.456056,3570,1,medium
555.0,558.0,himalayan bluetail,0.9338,psm6,6,20,6,33.138611,76.456056,3570,1,medium
561.0,564.0,himalayan bluetail,0.8223,psm6,6,20,6,33.138611,76.456056,3570,1,medium
573.0,576.0,himalayan bluetail,0.6087,psm6,6,20,6,33.138611,76.456056,3570,1,medium
588.0,591.0,yellow-throated vireo,0.6912,psm6,6,20,6,33.138611,76.456056,3570,0,medium
594.0,597.0,himalayan bluetail,0.6269,psm6,6,20,6,33.138611,76.456056,3570,1,medium
600.0,603.0,himalayan bluetail,0.9734,psm6,6,20,6,33.138611,76.456056,3570,1,medium
609.0,612.0,himalayan bluetail,0.898,psm6,6,20,6,33.138611,76.456056,3570,1,medium
624.0,627.0,himalayan bluetail,0.5399,psm6,6,20,6,33.138611,76.456056,3570,1,medium
627.0,630.0,himalayan bluetail,0.7416,psm6,6,20,6,33.138611,76.456056,3570,1,medium
627.0,630.0,firethroat,0.5167,psm6,6,20,6,33.138611,76.456056,3570,0,medium
636.0,639.0,himalayan bluetail,0.8048,psm6,6,20,6,33.138611,76.456056,3570,1,medium
639.0,642.0,variegated laughingthrush,0.9121,psm6,6,20,6,33.138611,76.456056,3570,1,medium
639.0,642.0,black-faced laughingthrush,0.5237,psm6,6,20,6,33.138611,76.456056,3570,0,medium
642.0,645.0,himalayan bluetail,0.5763,psm6,6,20,6,33.138611,76.456056,3570,1,medium
654.0,657.0,himalayan bluetail,0.6302,psm6,6,20,6,33.138611,76.456056,3570,1,medium
675.0,678.0,variegated laughingthrush,0.6041,psm6,6,20,6,33.138611,76.456056,3570,1,medium
705.0,708.0,variegated laughingthrush,0.6631,psm6,6,20,6,33.138611,76.456056,3570,1,medium
708.0,711.0,himalayan bluetail,0.5035,psm6,6,20,6,33.138611,76.456056,3570,1,medium
732.0,735.0,himalayan bluetail,0.5661,psm6,6,20,6,33.138611,76.456056,3570,1,medium
741.0,744.0,himalayan bluetail,0.8617,psm6,6,20,6,33.138611,76.456056,3570,1,medium
777.0,780.0,himalayan bluetail,0.719,psm6,6,20,6,33.138611,76.456056,3570,1,medium
792.0,795.0,himalayan bluetail,0.5203,psm6,6,20,6,33.138611,76.456056,3570,1,medium
849.0,852.0,variegated laughingthrush,0.5113,psm6,6,20,6,33.138611,76.456056,3570,1,medium
858.0,861.0,variegated laughingthrush,0.6071,psm6,6,20,6,33.138611,76.456056,3570,1,medium
861.0,864.0,variegated laughingthrush,0.6473,psm6,6,20,6,33.138611,76.456056,3570,1,medium
864.0,867.0,variegated laughingthrush,0.9132,psm6,6,20,6,33.138611,76.456056,3570,1,medium
867.0,870.0,variegated laughingthrush,0.8187,psm6,6,20,6,33.138611,76.456056,3570,1,medium
888.0,891.0,variegated laughingthrush,0.8927,psm6,6,20,6,33.138611,76.456056,3570,1,medium
897.0,900.0,variegated laughingthrush,0.5261,psm6,6,20,6,33.138611,76.456056,3570,1,medium
6.0,9.0,green warbler,0.5385,psm6,6,20,7,33.138611,76.456056,3570,0,medium
36.0,39.0,green warbler,0.735,psm6,6,20,7,33.138611,76.456056,3570,0,medium
99.0,102.0,water rail,0.5217,psm6,6,20,7,33.138611,76.456056,3570,0,medium
123.0,126.0,water rail,0.7186,psm6,6,20,7,33.138611,76.456056,3570,0,medium
132.0,135.0,akohekohe,0.5042,psm6,6,20,7,33.138611,76.456056,3570,0,medium
150.0,153.0,greenish warbler,0.6364,psm6,6,20,7,33.138611,76.456056,3570,1,medium
159.0,162.0,green warbler,0.6432,psm6,6,20,7,33.138611,76.456056,3570,0,medium
168.0,171.0,green warbler,0.9391,psm6,6,20,7,33.138611,76.456056,3570,0,medium
168.0,171.0,greenish warbler,0.6646,psm6,6,20,7,33.138611,76.456056,3570,1,medium
192.0,195.0,green warbler,0.5096,psm6,6,20,7,33.138611,76.456056,3570,0,medium
234.0,237.0,green warbler,0.5838,psm6,6,20,7,33.138611,76.456056,3570,0,medium
234.0,237.0,greenish warbler,0.5808,psm6,6,20,7,33.138611,76.456056,3570,1,medium
255.0,258.0,green warbler,0.6998,psm6,6,20,7,33.138611,76.456056,3570,0,medium
276.0,279.0,greenish warbler,0.7983,psm6,6,20,7,33.138611,76.456056,3570,1,medium
276.0,279.0,green warbler,0.6013,psm6,6,20,7,33.138611,76.456056,3570,0,medium
279.0,282.0,green warbler,0.6729,psm6,6,20,7,33.138611,76.456056,3570,0,medium
288.0,291.0,green warbler,0.8318,psm6,6,20,7,33.138611,76.456056,3570,0,medium
288.0,291.0,greenish warbler,0.5025,psm6,6,20,7,33.138611,76.456056,3570,1,medium
300.0,303.0,green warbler,0.5373,psm6,6,20,7,33.138611,76.456056,3570,0,medium
309.0,312.0,greenish warbler,0.917,psm6,6,20,7,33.138611,76.456056,3570,1,medium
309.0,312.0,green warbler,0.7441,psm6,6,20,7,33.138611,76.456056,3570,0,medium
312.0,315.0,greenish warbler,0.7178,psm6,6,20,7,33.138611,76.456056,3570,1,medium
315.0,318.0,green warbler,0.8673,psm6,6,20,7,33.138611,76.456056,3570,0,medium
318.0,321.0,greenish warbler,0.6706,psm6,6,20,7,33.138611,76.456056,3570,1,medium
330.0,333.0,green warbler,0.5138,psm6,6,20,7,33.138611,76.456056,3570,0,medium
339.0,342.0,greenish warbler,0.8824,psm6,6,20,7,33.138611,76.456056,3570,1,medium
339.0,342.0,green warbler,0.5855,psm6,6,20,7,33.138611,76.456056,3570,0,medium
345.0,348.0,greenish warbler,0.7833,psm6,6,20,7,33.138611,76.456056,3570,1,medium
348.0,351.0,greenish warbler,0.807,psm6,6,20,7,33.138611,76.456056,3570,1,medium
357.0,360.0,green warbler,0.7955,psm6,6,20,7,33.138611,76.456056,3570,0,medium
360.0,363.0,green warbler,0.7536,psm6,6,20,7,33.138611,76.456056,3570,0,medium
369.0,372.0,green warbler,0.8349,psm6,6,20,7,33.138611,76.456056,3570,0,medium
369.0,372.0,greenish warbler,0.5182,psm6,6,20,7,33.138611,76.456056,3570,1,medium
384.0,387.0,green warbler,0.5043,psm6,6,20,7,33.138611,76.456056,3570,0,medium
441.0,444.0,greenish warbler,0.7185,psm6,6,20,7,33.138611,76.456056,3570,1,medium
447.0,450.0,greenish warbler,0.7854,psm6,6,20,7,33.138611,76.456056,3570,1,medium
450.0,453.0,greenish warbler,0.8386,psm6,6,20,7,33.138611,76.456056,3570,1,medium
456.0,459.0,greenish warbler,0.8036,psm6,6,20,7,33.138611,76.456056,3570,1,medium
459.0,462.0,greenish warbler,0.9445,psm6,6,20,7,33.138611,76.456056,3570,1,medium
462.0,465.0,greenish warbler,0.9205,psm6,6,20,7,33.138611,76.456056,3570,1,medium
465.0,468.0,greenish warbler,0.8435,psm6,6,20,7,33.138611,76.456056,3570,1,medium
468.0,471.0,greenish warbler,0.8734,psm6,6,20,7,33.138611,76.456056,3570,1,medium
471.0,474.0,greenish warbler,0.8809,psm6,6,20,7,33.138611,76.456056,3570,1,medium
474.0,477.0,greenish warbler,0.8293,psm6,6,20,7,33.138611,76.456056,3570,1,medium
477.0,480.0,greenish warbler,0.9057,psm6,6,20,7,33.138611,76.456056,3570,1,medium
480.0,483.0,greenish warbler,0.9279,psm6,6,20,7,33.138611,76.456056,3570,1,medium
483.0,486.0,greenish warbler,0.6871,psm6,6,20,7,33.138611,76.456056,3570,1,medium
486.0,489.0,greenish warbler,0.669,psm6,6,20,7,33.138611,76.456056,3570,1,medium
489.0,492.0,greenish warbler,0.8558,psm6,6,20,7,33.138611,76.456056,3570,1,medium
495.0,498.0,greenish warbler,0.903,psm6,6,20,7,33.138611,76.456056,3570,1,medium
498.0,501.0,greenish warbler,0.9236,psm6,6,20,7,33.138611,76.456056,3570,1,medium
501.0,504.0,greenish warbler,0.9101,psm6,6,20,7,33.138611,76.456056,3570,1,medium
501.0,504.0,inca flycatcher,0.5648,psm6,6,20,7,33.138611,76.456056,3570,0,medium
504.0,507.0,greenish warbler,0.8827,psm6,6,20,7,33.138611,76.456056,3570,1,medium
522.0,525.0,green warbler,0.5206,psm6,6,20,7,33.138611,76.456056,3570,0,medium
609.0,612.0,mountain chickadee,0.6622,psm6,6,20,7,33.138611,76.456056,3570,0,medium
657.0,660.0,greenish warbler,0.8889,psm6,6,20,7,33.138611,76.456056,3570,1,medium
657.0,660.0,green warbler,0.7347,psm6,6,20,7,33.138611,76.456056,3570,0,medium
666.0,669.0,greenish warbler,0.545,psm6,6,20,7,33.138611,76.456056,3570,1,medium
672.0,675.0,greenish warbler,0.6637,psm6,6,20,7,33.138611,76.456056,3570,1,medium
759.0,762.0,greenish warbler,0.6384,psm6,6,20,7,33.138611,76.456056,3570,1,medium
810.0,813.0,green warbler,0.8649,psm6,6,20,7,33.138611,76.456056,3570,0,medium
3.0,6.0,variegated laughingthrush,0.8001,psm6,6,21,5,33.138611,76.456056,3570,1,medium
6.0,9.0,hume's warbler,0.5283,psm6,6,21,5,33.138611,76.456056,3570,1,medium
12.0,15.0,variegated laughingthrush,0.5752,psm6,6,21,5,33.138611,76.456056,3570,1,medium
21.0,24.0,variegated laughingthrush,0.5164,psm6,6,21,5,33.138611,76.456056,3570,1,medium
27.0,30.0,variegated laughingthrush,0.5987,psm6,6,21,5,33.138611,76.456056,3570,1,medium
141.0,144.0,hume's warbler,0.5287,psm6,6,21,5,33.138611,76.456056,3570,1,medium
228.0,231.0,variegated laughingthrush,0.6767,psm6,6,21,5,33.138611,76.456056,3570,1,medium
237.0,240.0,variegated laughingthrush,0.7392,psm6,6,21,5,33.138611,76.456056,3570,1,medium
252.0,255.0,variegated laughingthrush,0.514,psm6,6,21,5,33.138611,76.456056,3570,1,medium
255.0,258.0,variegated laughingthrush,0.6806,psm6,6,21,5,33.138611,76.456056,3570,1,medium
276.0,279.0,variegated laughingthrush,0.5207,psm6,6,21,5,33.138611,76.456056,3570,1,medium
303.0,306.0,variegated laughingthrush,0.5355,psm6,6,21,5,33.138611,76.456056,3570,1,medium
342.0,345.0,greenish warbler,0.5137,psm6,6,21,5,33.138611,76.456056,3570,1,medium
348.0,351.0,greenish warbler,0.903,psm6,6,21,5,33.138611,76.456056,3570,1,medium
354.0,357.0,greenish warbler,0.8853,psm6,6,21,5,33.138611,76.456056,3570,1,medium
366.0,369.0,greenish warbler,0.7859,psm6,6,21,5,33.138611,76.456056,3570,1,medium
369.0,372.0,greenish warbler,0.9911,psm6,6,21,5,33.138611,76.456056,3570,1,medium
372.0,375.0,greenish warbler,0.7088,psm6,6,21,5,33.138611,76.456056,3570,1,medium
375.0,378.0,blyth's leaf warbler,0.5783,psm6,6,21,5,33.138611,76.456056,3570,0,medium
378.0,381.0,blyth's leaf warbler,0.5831,psm6,6,21,5,33.138611,76.456056,3570,0,medium
381.0,384.0,greenish warbler,0.7263,psm6,6,21,5,33.138611,76.456056,3570,1,medium
384.0,387.0,greenish warbler,0.9211,psm6,6,21,5,33.138611,76.456056,3570,1,medium
387.0,390.0,greenish warbler,0.7594,psm6,6,21,5,33.138611,76.456056,3570,1,medium
393.0,396.0,greenish warbler,0.9497,psm6,6,21,5,33.138611,76.456056,3570,1,medium
399.0,402.0,greenish warbler,0.9079,psm6,6,21,5,33.138611,76.456056,3570,1,medium
405.0,408.0,greenish warbler,0.7108,psm6,6,21,5,33.138611,76.456056,3570,1,medium
408.0,411.0,greenish warbler,0.5003,psm6,6,21,5,33.138611,76.456056,3570,1,medium
411.0,414.0,greenish warbler,0.8023,psm6,6,21,5,33.138611,76.456056,3570,1,medium
411.0,414.0,two-barred warbler,0.5129,psm6,6,21,5,33.138611,76.456056,3570,0,medium
423.0,426.0,greenish warbler,0.864,psm6,6,21,5,33.138611,76.456056,3570,1,medium
474.0,477.0,greenish warbler,0.6465,psm6,6,21,5,33.138611,76.456056,3570,1,medium
495.0,498.0,greenish warbler,0.699,psm6,6,21,5,33.138611,76.456056,3570,1,medium
516.0,519.0,eurasian golden oriole,0.593,psm6,6,21,5,33.138611,76.456056,3570,0,medium
525.0,528.0,greenish warbler,0.5335,psm6,6,21,5,33.138611,76.456056,3570,1,medium
531.0,534.0,greenish warbler,0.7101,psm6,6,21,5,33.138611,76.456056,3570,1,medium
534.0,537.0,greenish warbler,0.6408,psm6,6,21,5,33.138611,76.456056,3570,1,medium
546.0,549.0,greenish warbler,0.5008,psm6,6,21,5,33.138611,76.456056,3570,1,medium
558.0,561.0,variegated laughingthrush,0.8353,psm6,6,21,5,33.138611,76.456056,3570,1,medium
561.0,564.0,variegated laughingthrush,0.7745,psm6,6,21,5,33.138611,76.456056,3570,1,medium
570.0,573.0,greenish warbler,0.8063,psm6,6,21,5,33.138611,76.456056,3570,1,medium
585.0,588.0,greenish warbler,0.6599,psm6,6,21,5,33.138611,76.456056,3570,1,medium
606.0,609.0,greenish warbler,0.6554,psm6,6,21,5,33.138611,76.456056,3570,1,medium
609.0,612.0,greenish warbler,0.6544,psm6,6,21,5,33.138611,76.456056,3570,1,medium
612.0,615.0,greenish warbler,0.8771,psm6,6,21,5,33.138611,76.456056,3570,1,medium
618.0,621.0,greenish warbler,0.8169,psm6,6,21,5,33.138611,76.456056,3570,1,medium
621.0,624.0,greenish warbler,0.5921,psm6,6,21,5,33.138611,76.456056,3570,1,medium
624.0,627.0,greenish warbler,0.8985,psm6,6,21,5,33.138611,76.456056,3570,1,medium
627.0,630.0,greenish warbler,0.657,psm6,6,21,5,33.138611,76.456056,3570,1,medium
669.0,672.0,iberian magpie,0.563,psm6,6,21,5,33.138611,76.456056,3570,0,medium
705.0,708.0,green warbler,0.5169,psm6,6,21,5,33.138611,76.456056,3570,0,medium
735.0,738.0,variegated laughingthrush,0.6341,psm6,6,21,5,33.138611,76.456056,3570,1,medium
741.0,744.0,variegated laughingthrush,0.5262,psm6,6,21,5,33.138611,76.456056,3570,1,medium
744.0,747.0,variegated laughingthrush,0.6133,psm6,6,21,5,33.138611,76.456056,3570,1,medium
750.0,753.0,variegated laughingthrush,0.8042,psm6,6,21,5,33.138611,76.456056,3570,1,medium
753.0,756.0,variegated laughingthrush,0.746,psm6,6,21,5,33.138611,76.456056,3570,1,medium
756.0,759.0,variegated laughingthrush,0.6614,psm6,6,21,5,33.138611,76.456056,3570,1,medium
765.0,768.0,variegated laughingthrush,0.8165,psm6,6,21,5,33.138611,76.456056,3570,1,medium
768.0,771.0,variegated laughingthrush,0.8679,psm6,6,21,5,33.138611,76.456056,3570,1,medium
777.0,780.0,variegated laughingthrush,0.8434,psm6,6,21,5,33.138611,76.456056,3570,1,medium
783.0,786.0,variegated laughingthrush,0.798,psm6,6,21,5,33.138611,76.456056,3570,1,medium
786.0,789.0,variegated laughingthrush,0.5374,psm6,6,21,5,33.138611,76.456056,3570,1,medium
804.0,807.0,variegated laughingthrush,0.5719,psm6,6,21,5,33.138611,76.456056,3570,1,medium
807.0,810.0,variegated laughingthrush,0.8886,psm6,6,21,5,33.138611,76.456056,3570,1,medium
810.0,813.0,variegated laughingthrush,0.8736,psm6,6,21,5,33.138611,76.456056,3570,1,medium
813.0,816.0,variegated laughingthrush,0.8552,psm6,6,21,5,33.138611,76.456056,3570,1,medium
819.0,822.0,variegated laughingthrush,0.9264,psm6,6,21,5,33.138611,76.456056,3570,1,medium
822.0,825.0,variegated laughingthrush,0.5159,psm6,6,21,5,33.138611,76.456056,3570,1,medium
825.0,828.0,variegated laughingthrush,0.9251,psm6,6,21,5,33.138611,76.456056,3570,1,medium
831.0,834.0,variegated laughingthrush,0.7254,psm6,6,21,5,33.138611,76.456056,3570,1,medium
834.0,837.0,variegated laughingthrush,0.6954,psm6,6,21,5,33.138611,76.456056,3570,1,medium
837.0,840.0,variegated laughingthrush,0.6194,psm6,6,21,5,33.138611,76.456056,3570,1,medium
54.0,57.0,white-whiskered laughingthrush,0.6039,psm6,6,21,6,33.138611,76.456056,3570,0,medium
57.0,60.0,greenish warbler,0.5492,psm6,6,21,6,33.138611,76.456056,3570,1,medium
72.0,75.0,himalayan bluetail,0.8983,psm6,6,21,6,33.138611,76.456056,3570,1,medium
78.0,81.0,himalayan bluetail,0.5235,psm6,6,21,6,33.138611,76.456056,3570,1,medium
117.0,120.0,himalayan bluetail,0.8963,psm6,6,21,6,33.138611,76.456056,3570,1,medium
168.0,171.0,greenish warbler,0.5711,psm6,6,21,6,33.138611,76.456056,3570,1,medium
171.0,174.0,green warbler,0.5712,psm6,6,21,6,33.138611,76.456056,3570,0,medium
195.0,198.0,himalayan bluetail,0.6418,psm6,6,21,6,33.138611,76.456056,3570,1,medium
204.0,207.0,himalayan bluetail,0.5106,psm6,6,21,6,33.138611,76.456056,3570,1,medium
207.0,210.0,greenish warbler,0.7927,psm6,6,21,6,33.138611,76.456056,3570,1,medium
210.0,213.0,himalayan bluetail,0.5736,psm6,6,21,6,33.138611,76.456056,3570,1,medium
255.0,258.0,greenish warbler,0.6199,psm6,6,21,6,33.138611,76.456056,3570,1,medium
351.0,354.0,greenish warbler,0.539,psm6,6,21,6,33.138611,76.456056,3570,1,medium
438.0,441.0,himalayan bluetail,0.9,psm6,6,21,6,33.138611,76.456056,3570,1,medium
450.0,453.0,himalayan bluetail,0.614,psm6,6,21,6,33.138611,76.456056,3570,1,medium
474.0,477.0,black-faced laughingthrush,0.6677,psm6,6,21,6,33.138611,76.456056,3570,0,medium
495.0,498.0,variegated laughingthrush,0.5716,psm6,6,21,6,33.138611,76.456056,3570,1,medium
654.0,657.0,variegated laughingthrush,0.6948,psm6,6,21,6,33.138611,76.456056,3570,1,medium
717.0,720.0,variegated laughingthrush,0.6658,psm6,6,21,6,33.138611,76.456056,3570,1,medium
747.0,750.0,variegated laughingthrush,0.6177,psm6,6,21,6,33.138611,76.456056,3570,1,medium
756.0,759.0,variegated laughingthrush,0.8554,psm6,6,21,6,33.138611,76.456056,3570,1,medium
762.0,765.0,variegated laughingthrush,0.8813,psm6,6,21,6,33.138611,76.456056,3570,1,medium
768.0,771.0,variegated laughingthrush,0.5191,psm6,6,21,6,33.138611,76.456056,3570,1,medium
777.0,780.0,greenish warbler,0.5589,psm6,6,21,6,33.138611,76.456056,3570,1,medium
804.0,807.0,variegated laughingthrush,0.8361,psm6,6,21,6,33.138611,76.456056,3570,1,medium
810.0,813.0,variegated laughingthrush,0.7617,psm6,6,21,6,33.138611,76.456056,3570,1,medium
819.0,822.0,variegated laughingthrush,0.8841,psm6,6,21,6,33.138611,76.456056,3570,1,medium
822.0,825.0,variegated laughingthrush,0.9211,psm6,6,21,6,33.138611,76.456056,3570,1,medium
831.0,834.0,variegated laughingthrush,0.7548,psm6,6,21,6,33.138611,76.456056,3570,1,medium
837.0,840.0,variegated laughingthrush,0.908,psm6,6,21,6,33.138611,76.456056,3570,1,medium
840.0,843.0,variegated laughingthrush,0.5182,psm6,6,21,6,33.138611,76.456056,3570,1,medium
852.0,855.0,variegated laughingthrush,0.8892,psm6,6,21,6,33.138611,76.456056,3570,1,medium
177.0,180.0,hume's warbler,0.7233,psm6,6,21,7,33.138611,76.456056,3570,1,medium
204.0,207.0,hume's warbler,0.5791,psm6,6,21,7,33.138611,76.456056,3570,1,medium
747.0,750.0,green warbler,0.7403,psm6,6,21,7,33.138611,76.456056,3570,0,medium
747.0,750.0,greenish warbler,0.5416,psm6,6,21,7,33.138611,76.456056,3570,1,medium
3.0,6.0,greenish warbler,0.818,psm6,6,22,5,33.138611,76.456056,3570,1,medium
6.0,9.0,greenish warbler,0.8719,psm6,6,22,5,33.138611,76.456056,3570,1,medium
12.0,15.0,greenish warbler,0.8215,psm6,6,22,5,33.138611,76.456056,3570,1,medium
15.0,18.0,greenish warbler,0.5612,psm6,6,22,5,33.138611,76.456056,3570,1,medium
18.0,21.0,greenish warbler,0.8373,psm6,6,22,5,33.138611,76.456056,3570,1,medium
21.0,24.0,greenish warbler,0.7481,psm6,6,22,5,33.138611,76.456056,3570,1,medium
21.0,24.0,green warbler,0.5237,psm6,6,22,5,33.138611,76.456056,3570,0,medium
24.0,27.0,greenish warbler,0.8712,psm6,6,22,5,33.138611,76.456056,3570,1,medium
24.0,27.0,two-barred warbler,0.869,psm6,6,22,5,33.138611,76.456056,3570,0,medium
27.0,30.0,greenish warbler,0.77,psm6,6,22,5,33.138611,76.456056,3570,1,medium
30.0,33.0,green warbler,0.7555,psm6,6,22,5,33.138611,76.456056,3570,0,medium
30.0,33.0,greenish warbler,0.7305,psm6,6,22,5,33.138611,76.456056,3570,1,medium
33.0,36.0,greenish warbler,0.8479,psm6,6,22,5,33.138611,76.456056,3570,1,medium
33.0,36.0,two-barred warbler,0.5287,psm6,6,22,5,33.138611,76.456056,3570,0,medium
36.0,39.0,blyth's leaf warbler,0.5667,psm6,6,22,5,33.138611,76.456056,3570,0,medium
39.0,42.0,greenish warbler,0.615,psm6,6,22,5,33.138611,76.456056,3570,1,medium
42.0,45.0,greenish warbler,0.8079,psm6,6,22,5,33.138611,76.456056,3570,1,medium
51.0,54.0,greenish warbler,0.8046,psm6,6,22,5,33.138611,76.456056,3570,1,medium
51.0,54.0,two-barred warbler,0.5589,psm6,6,22,5,33.138611,76.456056,3570,0,medium
54.0,57.0,greenish warbler,0.7348,psm6,6,22,5,33.138611,76.456056,3570,1,medium
54.0,57.0,green warbler,0.5656,psm6,6,22,5,33.138611,76.456056,3570,0,medium
57.0,60.0,greenish warbler,0.8061,psm6,6,22,5,33.138611,76.456056,3570,1,medium
69.0,72.0,greenish warbler,0.6967,psm6,6,22,5,33.138611,76.456056,3570,1,medium
72.0,75.0,greenish warbler,0.5567,psm6,6,22,5,33.138611,76.456056,3570,1,medium
78.0,81.0,greenish warbler,0.7721,psm6,6,22,5,33.138611,76.456056,3570,1,medium
87.0,90.0,greenish warbler,0.7792,psm6,6,22,5,33.138611,76.456056,3570,1,medium
96.0,99.0,greenish warbler,0.5281,psm6,6,22,5,33.138611,76.456056,3570,1,medium
99.0,102.0,greenish warbler,0.7238,psm6,6,22,5,33.138611,76.456056,3570,1,medium
102.0,105.0,greenish warbler,0.7288,psm6,6,22,5,33.138611,76.456056,3570,1,medium
105.0,108.0,greenish warbler,0.8975,psm6,6,22,5,33.138611,76.456056,3570,1,medium
111.0,114.0,greenish warbler,0.7186,psm6,6,22,5,33.138611,76.456056,3570,1,medium
114.0,117.0,greenish warbler,0.731,psm6,6,22,5,33.138611,76.456056,3570,1,medium
114.0,117.0,green warbler,0.6606,psm6,6,22,5,33.138611,76.456056,3570,0,medium
117.0,120.0,greenish warbler,0.5341,psm6,6,22,5,33.138611,76.456056,3570,1,medium
129.0,132.0,greenish warbler,0.6675,psm6,6,22,5,33.138611,76.456056,3570,1,medium
129.0,132.0,two-barred warbler,0.6292,psm6,6,22,5,33.138611,76.456056,3570,0,medium
138.0,141.0,greenish warbler,0.8444,psm6,6,22,5,33.138611,76.456056,3570,1,medium
141.0,144.0,greenish warbler,0.5877,psm6,6,22,5,33.138611,76.456056,3570,1,medium
147.0,150.0,greenish warbler,0.5247,psm6,6,22,5,33.138611,76.456056,3570,1,medium
150.0,153.0,green warbler,0.6993,psm6,6,22,5,33.138611,76.456056,3570,0,medium
150.0,153.0,greenish warbler,0.6939,psm6,6,22,5,33.138611,76.456056,3570,1,medium
153.0,156.0,greenish warbler,0.7586,psm6,6,22,5,33.138611,76.456056,3570,1,medium
156.0,159.0,greenish warbler,0.8003,psm6,6,22,5,33.138611,76.456056,3570,1,medium
159.0,162.0,greenish warbler,0.7824,psm6,6,22,5,33.138611,76.456056,3570,1,medium
159.0,162.0,green warbler,0.6612,psm6,6,22,5,33.138611,76.456056,3570,0,medium
162.0,165.0,greenish warbler,0.8232,psm6,6,22,5,33.138611,76.456056,3570,1,medium
168.0,171.0,greenish warbler,0.672,psm6,6,22,5,33.138611,76.456056,3570,1,medium
171.0,174.0,greenish warbler,0.6956,psm6,6,22,5,33.138611,76.456056,3570,1,medium
174.0,177.0,greenish warbler,0.9897,psm6,6,22,5,33.138611,76.456056,3570,1,medium
177.0,180.0,two-barred warbler,0.6915,psm6,6,22,5,33.138611,76.456056,3570,0,medium
183.0,186.0,greenish warbler,0.6254,psm6,6,22,5,33.138611,76.456056,3570,1,medium
186.0,189.0,greenish warbler,0.9971,psm6,6,22,5,33.138611,76.456056,3570,1,medium
195.0,198.0,two-barred warbler,0.5947,psm6,6,22,5,33.138611,76.456056,3570,0,medium
198.0,201.0,greenish warbler,0.8299,psm6,6,22,5,33.138611,76.456056,3570,1,medium
201.0,204.0,greenish warbler,0.9189,psm6,6,22,5,33.138611,76.456056,3570,1,medium
204.0,207.0,greenish warbler,0.5951,psm6,6,22,5,33.138611,76.456056,3570,1,medium
207.0,210.0,greenish warbler,0.9495,psm6,6,22,5,33.138611,76.456056,3570,1,medium
216.0,219.0,greenish warbler,0.6738,psm6,6,22,5,33.138611,76.456056,3570,1,medium
219.0,222.0,greenish warbler,0.5079,psm6,6,22,5,33.138611,76.456056,3570,1,medium
222.0,225.0,greenish warbler,0.7159,psm6,6,22,5,33.138611,76.456056,3570,1,medium
225.0,228.0,greenish warbler,0.963,psm6,6,22,5,33.138611,76.456056,3570,1,medium
228.0,231.0,greenish warbler,0.8652,psm6,6,22,5,33.138611,76.456056,3570,1,medium
231.0,234.0,greenish warbler,0.9067,psm6,6,22,5,33.138611,76.456056,3570,1,medium
252.0,255.0,greenish warbler,0.649,psm6,6,22,5,33.138611,76.456056,3570,1,medium
261.0,264.0,greenish warbler,0.7021,psm6,6,22,5,33.138611,76.456056,3570,1,medium
264.0,267.0,greenish warbler,0.598,psm6,6,22,5,33.138611,76.456056,3570,1,medium
